Seed,Epoch,Dual_Variable_nu,Average_Discounted_Cost,Average_Returns
97,1,0.0,53.01838023165307,-289.4596617265742
97,2,0.0,44.24751117861378,-305.7698559759193
97,3,0.0,52.499296638800914,-227.94762051235534
97,4,0.0,44.76170836335993,-192.28992553774026
97,5,0.0,45.35629416166482,-227.67683643065192
97,6,0.0,48.57856750793292,-244.5640691841691
97,7,0.0,42.63286757375873,-234.39599753177737
97,8,0.0,45.06927654050196,-202.9595523880818
97,9,0.0,45.25084231702962,-203.73636336995705
97,10,0.0,45.702793394058745,-146.21687667604925
97,11,0.0,47.63631448480221,-141.29164983735336
97,12,0.0,50.335927000369075,-190.58986871349674
97,13,0.0,44.427777996852846,-182.05740538877293
97,14,0.0,49.80345979493285,-203.39293031882505
97,15,0.0,45.33580495619006,-177.87203093406077
97,16,0.0,47.84634789598417,-153.61606243328725
97,17,0.0,45.16004902613432,-101.04157166759146
97,18,0.0,43.87614763402355,-153.64299496262782
97,19,0.0,41.92585500764909,-135.2341411377215
97,20,0.0,42.982040908508836,-122.73516753135925
97,21,0.0,40.34904976940909,-152.58888252781082
97,22,0.0,37.38429112354879,-106.37213643311219
97,23,0.0,43.991431806479,-136.943664945055
97,24,0.0,46.51244072356238,-113.65739257227312
97,25,0.0,36.94814722955991,-62.07393784763466
97,26,0.0,43.08153078708021,-93.81207847882192
97,27,0.0,44.29906320156564,-65.46767175345354
97,28,0.0,43.395447720649756,-50.338893241140866
97,29,0.0,53.74623854741964,-68.36951897257703
97,30,0.0,45.60168984193363,-67.13792475276526
97,31,0.0,45.63058703198987,-66.16397150716399
97,32,0.0,47.41843879881755,32.759114914209476
97,33,0.0,52.46795083013086,-46.79990463339759
97,34,0.0,48.22792655745094,46.1167853407117
97,35,0.0,67.27792075420246,56.57661113677832
97,36,0.0,50.02892439130479,-30.381280566435585
97,37,0.0,57.26445809508593,154.79392886219446
97,38,0.0,50.81726092210542,244.06058646916858
97,39,0.0,64.10130457565603,150.3113644265114
97,40,0.0,58.95214193806059,37.225121122429826
97,41,0.0,65.50009512764132,149.84295159589647
97,42,0.0,66.85763998306876,139.23840335099797
97,43,0.0,67.44264401539716,315.04240032284855
97,44,0.0,53.78069481589447,348.23461737084693
97,45,0.0,53.14106857064485,-138.43274908468368
97,46,0.0,76.56449944368983,332.60519519428493
97,47,0.0,86.61982189788199,139.68467463721578
97,48,0.0,75.45114211964565,251.05163497821755
97,49,0.0,71.85929750809547,66.82024252947042
97,50,0.0,85.41953499536565,271.3247481409045
97,51,0.0,89.77393868524486,291.6124993137691
97,52,0.0,84.62094766243334,313.9374002354763
97,53,0.0,82.6251773014447,422.8135482098125
97,54,0.0,83.00072035643782,578.753253780583
97,55,0.0,79.027143582018,178.49985540737072
97,56,0.0,82.887325235917,64.2547398132615
97,57,0.0,72.32823520314349,397.59777218304237
97,58,0.0,72.72955290001106,317.42376568326523
97,59,0.0,76.59184270740684,229.67536270004882
97,60,0.0,78.97248601751394,246.42359899089155
97,61,0.0,64.5800311483788,-41.97740972933653
97,62,0.0,88.77834466450201,505.66516456636884
97,63,0.0,77.98905771585649,594.9565091817798
97,64,0.0,79.06164444825642,558.531285719416
97,65,0.0,72.92620138226336,600.0465177798733
97,66,0.0,91.53138640237466,607.0782512946156
97,67,0.0,95.18669877766371,552.1981747450498
97,68,0.0,83.01166228109632,272.7547358281071
97,69,0.0,87.04300280749658,684.173542803219
97,70,0.0,94.09622997188951,715.1108856518042
97,71,0.0,104.06045221306229,617.1626913893858
97,72,0.0,99.15811381861688,721.4851718176026
97,73,0.0,118.18917606306556,557.9134981052555
97,74,0.0,107.80614400279416,720.2361197683665
97,75,0.0,88.72301955409357,681.5660774916045
97,76,0.0,100.25589812175006,778.6971217625328
97,77,0.0,106.9531515025702,830.7065797260818
97,78,0.0,101.88291231731426,548.939319850149
97,79,0.0,97.31632617690227,748.1024600241096
97,80,0.0,100.3683717514865,861.4850449784433
97,81,0.0,110.98643893642179,724.8900031857511
97,82,0.0,97.22016922562283,383.76477928580766
97,83,0.0,102.91781451498277,436.5789452306096
97,84,0.0,80.87399978659548,266.92614599950576
97,85,0.0,109.47640364683454,813.5907684037882
97,86,0.0,105.20091773286492,501.74320953337474
97,87,0.0,124.62335565991714,856.5871701623443
97,88,0.0,116.12947097574765,863.9082435584254
97,89,0.0,112.65976632877971,615.5036379759666
97,90,0.0,109.78994712991938,643.1175640863191
97,91,0.0,105.1027998552683,878.7311311849674
97,92,0.0,103.96039639904288,893.8177193617108
97,93,0.0,127.1719652910482,1025.0941208051352
97,94,0.0,114.734644742026,924.0509202140481
97,95,0.0,119.37223267868491,667.7770386463533
97,96,0.0,92.4229255506172,957.7590298362426
97,97,0.0,115.87418022475906,436.95638574828337
97,98,0.0,122.28016111666969,678.6364840900004
97,99,0.0,102.75845379818676,550.8949906722638
97,100,0.0,130.68218268219056,1230.5315198400226
97,101,0.0,139.84157832881516,1117.7979821043725
97,102,0.0,129.54411066617413,1083.8394953635623
97,103,0.0,142.64368262253186,1080.287140774817
97,104,0.0,117.05519897309333,604.0443940070713
97,105,0.0,114.94697482158202,576.5003559263718
97,106,0.0,133.00127270206468,1086.6721336424616
97,107,0.0,127.50982405424566,995.1012732711497
97,108,0.0,110.42927780352996,627.2441065921062
97,109,0.0,147.15156202087655,1220.9950835355276
97,110,0.0,107.1469103467083,320.74005273457357
97,111,0.0,128.99733713500382,767.0993211480705
97,112,0.0,133.97304847586832,415.20770416451325
97,113,0.0,145.8496529176175,1138.240171957208
97,114,0.0,95.54889379757134,574.292159700596
97,115,0.0,138.00139187694995,1134.1979236075413
97,116,0.0,136.18060608907066,1159.9717324680137
97,117,0.0,147.58807287830217,853.6539277087626
97,118,0.0,116.57382869992114,1130.8848456349208
97,119,0.0,128.3069523444047,1069.6010574318652
97,120,0.0,134.27395040490194,1074.192475507075
97,121,0.0,147.26802677937172,1098.623035662115
97,122,0.0,133.87364808703967,1205.4591957810499
97,123,0.0,145.45599277884315,757.2887598628441
97,124,0.0,150.50718977200165,1244.6606871702165
