Seed,Epoch,Dual_Variable_nu,Average_Discounted_Cost,Average_Returns
777,1,0.09545143606847464,16.545143606847464,-0.632571652506855
777,2,0.16421028172908037,13.87588456606057,0.6397428613342331
777,3,0.2496837793206733,15.547349759159292,1.6228353114849443
777,4,0.35431147401458574,17.462769469391244,2.236126654589005
777,5,0.4666880645008841,18.23765904862984,4.094499059420175
777,6,0.5598439515862016,16.31558870853175,5.342726317419776
777,7,0.6115898298274394,12.174587824123783,6.575936491003147
777,8,0.6252787182380543,8.368888841061485,7.730270455361407
777,9,0.6514287927971629,9.61500745591087,8.965543861740157
777,10,0.6827100286667274,10.128123586956447,9.91200842023585
777,11,0.6839867648791532,7.127673621242581,10.411499507230205
777,12,0.6924094186458817,7.842265376672847,11.12855337372587
777,13,0.7204650640845497,9.805564543866804,12.810365504998567
777,14,0.7186567146325216,6.819165054797185,12.5069715325526
777,15,0.7382619844228824,8.960526979036077,13.178482594862713
777,16,0.7864678622614167,11.820587783853433,14.27172358961817
777,17,0.8095787620947383,9.31108998333216,15.140884323261284
777,18,0.8940077156047834,15.44289535100451,15.849823665517434
777,19,0.9466900198789631,12.268230427417963,16.31391762747693
777,20,0.9775435900833012,10.08535702043381,16.76560571006779
777,21,1.0204327461590408,11.288915607573966,17.9732573580187
777,22,1.0575568088809306,10.712406272188987,18.451437108177426
777,23,1.0678672131594706,8.031040427853998,18.92057389624922
777,24,1.1002524996739962,10.238528651452551,19.949780646010836
777,25,1.1050332245661179,7.478072489212156,21.221917028984514
777,26,1.1106370034233646,7.560377885724679,21.46519755701602
777,27,1.1327306463058326,9.209364288246803,21.446959156956076
777,28,1.1609116967680027,9.818105046217,21.879013568394726
777,29,1.170052406480497,7.914070971249425,22.64995841445062
777,30,1.2000962662309227,10.00438597504257,22.669170939610236
777,31,1.2513119925024385,12.12157262715159,22.215263089946912
777,32,1.2711373876250285,8.98253951225899,21.41519921044227
777,33,1.3071894422814199,10.605205465639136,23.35316200511508
777,34,1.3628485887753155,12.565914649389567,22.97007383532504
777,35,1.390648085530756,9.779949675544055,25.046578854545942
777,36,1.4060597803420714,8.541169481131545,24.76254518570404
777,37,1.4443524469828743,10.829266664080306,23.913403435667643
777,38,1.4740789852932061,9.972653831033186,25.38989339614857
777,39,1.5392719535941286,13.51929683009224,24.048645110354265
777,40,1.5632740571911174,9.400210359698875,24.68175167830246
777,41,1.599270447516769,10.59963903256515,24.950462899421822
777,42,1.6068854600970839,7.761501258031496,25.674054277994532
777,43,1.646831122238711,10.994566214162724,25.55067866193113
777,44,1.6756585952305292,9.882747299181817,25.474382851881618
777,45,1.7014640123388036,9.580541710827452,24.821311378206744
777,46,1.7014173458288473,6.995333349004365,25.96546856854284
777,47,1.716619757425791,8.520241159694384,26.12201643450978
777,48,1.744962230341865,9.8342472916074,25.612122214634887
777,49,1.7580648343346312,8.310260399276617,26.713091526836596
777,50,1.7783798887452003,9.031505441056911,26.055385055011058
777,51,1.818839869934125,11.04599811889248,26.444161789269845
777,52,1.8328618341434602,8.40219642093352,26.833579975317786
777,53,1.8583501386598191,9.548830451635904,25.883876564267048
777,54,1.8910967644535066,10.274662579368739,26.730300940348556
777,55,1.8856516526988214,6.455488824531484,27.145729790666728
777,56,1.8888199574265592,7.316830472773787,27.040863296052343
777,57,1.9145570020473637,9.573704462080444,26.492603430294395
777,58,1.932722710479601,8.816570843223737,26.680808275087088
777,59,1.9351786826694277,7.24559721898268,27.091431438253572
777,60,1.9377031334420776,7.25244507726498,26.952750767748785
777,61,1.9336134037455281,6.591027030345059,27.17432808903737
777,62,1.9230083096399002,5.9394905894372085,26.500062352873275
777,63,1.923533085110931,7.052477547103065,26.549921761425686
777,64,1.9201662493664557,6.663316425552489,26.971462024911663
777,65,1.947456054589957,9.728980522350135,27.13893274191698
777,66,1.9348549913759496,5.739893678599254,27.04332559086614
777,67,1.951231680608817,8.637668923286746,27.783706180639633
777,68,1.956900085494063,7.566840488524598,27.198091292247167
777,69,1.9685575830934339,8.165749759937086,27.24526107932635
777,70,1.9586140519943265,6.005646890089263,27.621284792931448
777,71,1.9875668320839546,9.895278008962814,27.17939512314617
777,72,1.9830277841020654,6.5460952018110765,27.128761862965636
777,73,1.9633915521789551,5.036376807688978,26.93658542328709
777,74,1.9572378210693693,6.384626889041417,26.250300695963595
777,75,1.9787073225964422,9.146950152707285,26.513228896500294
777,76,2.0,9.185362017328305,25.175881119904332
777,77,2.0,7.237438355281012,24.89968790769379
777,78,1.991558791051277,6.155879105127715,26.291415691570773
777,79,2.0,7.940574251765538,24.83732144067198
777,80,1.991850308734219,6.185030873421892,25.588820768306988
777,81,1.989803969860045,6.795366112582591,27.650664240168215
777,82,2.0,8.721913925401978,26.81156316576083
777,83,1.9932160090535234,6.321600905352335,27.140825313325568
777,84,2.0,8.526871790108753,26.09212987131291
777,85,1.986565612149056,5.656561214905603,25.92416064235878
777,86,1.994805974687747,7.824036253869076,26.15518812062723
777,87,1.9957537929493407,7.0947818261593785,25.691960008707312
777,88,1.9906960016597142,6.494220871037352,27.78357266820759
777,89,1.9978060465295597,7.711004486984553,26.689847364540114
777,90,1.9900595698625558,6.225352333299616,26.57014062469677
777,91,1.9685591290872149,4.849955922465896,28.537715326493277
777,92,1.9713495705924462,7.279044150523126,26.797739374326706
777,93,1.9772961456251614,7.594657503271519,27.57239479450833
777,94,1.9524597654819904,4.5163619856829005,26.057796731883577
777,95,1.9435668781836115,6.110711270162108,27.622958340567212
777,96,1.9527319893678352,7.916511118422362,26.16476111389318
777,97,1.9694204426093007,8.66884532414654,26.441561180036032
777,98,1.9724424811580792,7.302203854877843,26.281747820836234
777,99,1.9837647579336504,8.132227677557111,25.22940652159302
777,100,1.967019343367812,5.325458543416171,27.131954223154548
777,101,1.9631115737017515,6.609223033393953,26.435287324556207
777,102,1.9741925129790208,8.108093927726932,25.38794829386432
777,103,1.9874210118479607,8.32284988689399,25.84888449047629
777,104,1.9711550242590514,5.373401241109076,26.836877457018637
777,105,1.9826812517128982,8.152622745384685,25.69962287988551
777,106,1.9654320609942382,5.275080928133992,25.769419850736163
777,107,1.9681111209997129,7.267906000547459,25.01538953164104
777,108,1.9596038075041349,6.149268650442211,27.071674582492786
777,109,1.9737188353811213,8.411502787698641,25.66905798928358
777,110,1.9543707519574587,5.065191657633754,26.767598172174953
777,111,1.946395930481402,6.202517852394335,26.072844494574614
777,112,1.9384218028995464,6.2025872418144345,25.90587143074905
777,113,1.9425851021165446,7.416329921699814,27.51341771262022
777,114,1.95016883045933,7.758372834278547,26.91536733084985
777,115,1.9628305783412714,8.266174788194135,26.54121932853041
777,116,1.9790554865083085,8.622490816703717,27.050159883600415
777,117,1.9727803016396974,6.37248151313889,26.374440613476473
777,118,1.9740629290348395,7.128262739514213,27.694142316446378
777,119,1.9763279615039289,7.2265032469089405,26.583958477145185
777,120,1.9932771505862328,8.694918908230402,26.780184286291433
777,121,2.0,7.81014371723679,25.899300130944102
777,122,1.9960390417624656,6.603904176246556,27.313647538018696
777,123,2.0,8.406096861925144,25.050356574731556
777,124,2.0,7.285051494320853,26.503935300388694
777,125,1.9977591744349599,6.77591744349599,27.614895918253268
777,126,1.9851572458476436,5.739807141268373,27.140090050835564
777,127,1.992836372374338,7.76791265266944,27.77196963914425
777,128,2.0,12.509373776115673,27.10354906507566
777,129,1.9935536509347545,6.355365093475444,27.315253226181405
777,130,1.9701360053218986,4.658235438714416,28.75843722531247
777,131,1.9649901250138162,6.485411969191753,26.751963475800345
777,132,1.964486355915457,6.949623090164096,27.646560062847385
777,133,1.984986608407394,9.050025249193682,26.681327938217752
777,134,1.9849963246375852,7.000971623019127,26.403814441332987
